,user_id,views,level,kills,br_rank,br_mmr,ar_rank,ar_mmr,legend
976,OhDoloTV,102 views,1516.0,25571.0,Apex Predator,16340.0,Bronze 4,0AP,Wraith
977,LusXD,531 views,993.0,2866.0,Apex Predator,16251.0,Bronze 4,0AP,Octane
978,1m_Sexy,111 views,1329.0,17.0,Apex Predator,16151.0,Platinum 2,5718AP,Bangalore
979,7IOuc,15 views,729.0,192.0,Apex Predator,17364.0,Bronze 4,0AP,Wraith
980,Ettimaaaaaaaan,309 views,2791.0,69.0,Apex Predator,15863.0,Bronze 4,0AP,Wraith
981,Valkyrrie__,2563 views,2335.0,13620.0,Apex Predator,16148.0,Bronze 4,0AP,Valkyrie
982,Down4,25 views,835.0,9578.0,Apex Predator,18506.0,Platinum 2,5600AP,Wraith
983,RTPOblivion,352 views,1306.0,22172.0,Apex Predator,16692.0,Bronze 4,0AP,Wraith
984,USG_Anemone,2482 views,3990.0,58452.0,Apex Predator,16576.0,Bronze 4,0AP,Wraith
985,Twelve-peachz,14 views,442.0,16.0,Apex Predator,17569.0,Diamond 4,6713AP,Wattson
986,Twitch_KAPIBARA,802 views,1908.0,554.0,Apex Predator,16207.0,Bronze 4,0AP,Pathfinder
987,BluAbstract,6737 views,3740.0,804.0,Apex Predator,16112.0,Bronze 4,0AP,Ash
988,feitan_3,52 views,1692.0,22590.0,Apex Predator,16544.0,Bronze 4,0AP,Pathfinder
989,AstrooVert,684 views,2086.0,23732.0,Apex Predator,16102.0,Bronze 2,805AP,Wraith
990,VincenT_Gogh,1529 views,3038.0,44673.0,Apex Predator,16511.0,Bronze 4,0AP,Wraith
991,gammz_,553 views,1486.0,10134.0,Apex Predator,16023.0,Platinum 2,5753AP,Bloodhound
992,CR_Ras_LOG,85411 views,2411.0,102622.0,Apex Predator,16088.0,Bronze 4,0AP,Wraith
993,ANONYMOUS-x_v,707 views,1536.0,24611.0,Apex Predator,16087.0,Bronze 4,0AP,Wraith
994,Awk_xdwells-_-,172 views,1756.0,28871.0,Apex Predator,19073.0,Platinum 4,4845AP,Pathfinder
995,aespawintxr,929 views,2501.0,23548.0,Apex Predator,16080.0,Bronze 3,506AP,Pathfinder
996,Twitch-jnr_,262 views,1552.0,11703.0,Apex Predator,16320.0,Bronze 4,0AP,Bloodhound
997,uwu-ragex,3337 views,2373.0,4931.0,Apex Predator,16071.0,Master,8052AP,Wraith
998,Strawpico,2588 views,1814.0,39137.0,Apex Predator,16070.0,Bronze 4,0AP,Pathfinder
999,cr_jan_log,44 views,143.0,17.0,Apex Predator,17906.0,Gold 1,4614AP,Bangalore
1000,TSM_lmperial0pe,1813 views,3103.0,36842.0,Apex Predator,16066.0,Bronze 4,0AP,Horizon
1001,YouTube_poniponi,320 views,687.0,3723.0,Apex Predator,16065.0,Bronze 4,0AP,Horizon
1002,RxC_kanata,1529 views,1315.0,12233.0,Apex Predator,16295.0,Bronze 4,0AP,Pathfinder
1003,LINR2KBC,3605 views,609.0,23.0,Apex Predator,16051.0,Bronze 4,0AP,Bangalore
1004,Bananaaann,156 views,815.0,1987.0,Apex Predator,15962.0,Master,8011AP,Horizon
1005,Mirage style,2828 views,2181.0,86.0,Apex Predator,16049.0,Master,8074AP,Mirage
1006,TheBigPolloTV,611 views,2099.0,147.0,Apex Predator,16889.0,Bronze 4,1AP,Bangalore
1007,kaotiikk--,805 views,2051.0,2.0,Apex Predator,16299.0,Bronze 4,0AP,Bangalore
1008,SyQuu-,4869 views,4407.0,85971.0,Apex Predator,15858.0,Bronze 4,188AP,Bangalore
1009,IN___17,1411 views,1420.0,148.0,Apex Predator,16038.0,Bronze 4,0AP,Horizon
1010,HackedByJermiahh,376 views,483.0,2410.0,Apex Predator,16037.0,Apex Predator,10455AP,Horizon
1011,Iamerutyoko,48 views,1516.0,9525.0,Apex Predator,17446.0,Bronze 4,0AP,Wraith
1012,MavelickAres,1402 views,2811.0,31090.0,Apex Predator,15872.0,Silver 1,3172AP,Octane
1013,Nsr-konnan,350 views,2371.0,183.0,Apex Predator,16117.0,Bronze 4,0AP,Wraith
1014,OvP Shux,269 views,2545.0,43618.0,Apex Predator,16032.0,Bronze 4,0AP,Gibraltar
1015,basic-purr2,844 views,1327.0,7396.0,Apex Predator,16187.0,Diamond 3,6922AP,Wraith
1016,ZxMoore,1836 views,778.0,5738.0,Apex Predator,16125.0,Platinum 1,6078AP,Wraith
1017,Wetwipesss,526 views,1309.0,5383.0,Apex Predator,16232.0,Apex Predator,9181AP,Pathfinder
1018,Kiii_788,5860 views,3830.0,92235.0,Apex Predator,16351.0,Bronze 4,0AP,Pathfinder
1019,forceewut,3513 views,3383.0,25511.0,Apex Predator,15947.0,Bronze 4,0AP,Pathfinder
1020,goriartlikeyou,564 views,1550.0,1049.0,Apex Predator,15912.0,Bronze 3,465AP,Wraith
1021,k2x225,825 views,1800.0,21377.0,Apex Predator,16108.0,Bronze 4,0AP,Wraith
1022,Of_Importance,1150 views,1170.0,6783.0,Apex Predator,16012.0,Bronze 4,0AP,Gibraltar
1023,awhlyssa,4200 views,1986.0,18183.0,Apex Predator,16007.0,Bronze 4,0AP,Loba
1024,D-XIl_ChaosBrave,315 views,1292.0,10970.0,Apex Predator,16453.0,Platinum 2,5966AP,Wraith
1025,aPog_FA,1782 views,2031.0,13305.0,Apex Predator,16001.0,Platinum 2,5941AP,Wraith
1026,TL_Gild,2335 views,1177.0,15850.0,Apex Predator,16001.0,Bronze 4,205AP,Bloodhound
1027,Lapisdia,76 views,141.0,616.0,Apex Predator,16384.0,Master,8700AP,Horizon
1028,tommy_fussball,956 views,2280.0,16814.0,Apex Predator,15996.0,Bronze 4,0AP,Wraith
1029,izuna2k,556 views,676.0,8863.0,Apex Predator,17389.0,Platinum 4,4800AP,Wraith
1030,srehling1,1002 views,1595.0,216.0,Apex Predator,16593.0,Platinum 3,5564AP,Horizon
1031,Fuzotl,1330 views,2483.0,29550.0,Apex Predator,15986.0,Master,8130AP,Bangalore
1032,L8rzln,401 views,3421.0,33977.0,Apex Predator,15901.0,Silver 3,2260AP,Octane
1033,Sxrii,163 views,1500.0,17884.0,Apex Predator,16068.0,Bronze 4,0AP,Gibraltar
1034,Crow_mochio2468,221 views,1784.0,15389.0,Apex Predator,17129.0,Bronze 4,0AP,Horizon
1035,ISYJE,1264 views,2303.0,19473.0,Apex Predator,15976.0,Bronze 4,0AP,Wraith
1036,FatimaGuuu,139 views,1246.0,15489.0,Apex Predator,15955.0,Bronze 4,0AP,Wraith
1037,namepuso_659,474 views,1208.0,15786.0,Apex Predator,15757.0,Bronze 4,0AP,Wraith
1038,M1NIZAA,4057 views,1843.0,193.0,Apex Predator,15997.0,Platinum 2,5600AP,Wraith
1039,vvCeni,984 views,1783.0,19908.0,Apex Predator,15968.0,Bronze 4,0AP,Wraith
1040,NeFuty,1104 views,2461.0,20736.0,Apex Predator,16635.0,Bronze 4,0AP,Wraith
1041,sail__fell,82 views,2652.0,21451.0,Apex Predator,16109.0,Bronze 4,0AP,Wraith
1042,VVtF_iTz_RichaTV,662 views,2856.0,49758.0,Apex Predator,16100.0,Bronze 4,381AP,Loba
1043,etanimrheT,547 views,1663.0,5557.0,Apex Predator,16230.0,Diamond 4,6449AP,Octane
1044,JohnDupee_22,194 views,1801.0,23761.0,Apex Predator,16035.0,Bronze 4,0AP,Wraith
1045,YIcHeng_BIli,312 views,1456.0,15469.0,Apex Predator,16753.0,Bronze 4,0AP,Wraith
1046,Partythannimal,679 views,662.0,44.0,Apex Predator,16515.0,Platinum 2,5638AP,Bloodhound
1047,CPCullen,145 views,1834.0,12223.0,Apex Predator,19055.0,Bronze 4,0AP,Wraith
1048,literal_moisture,470 views,2653.0,23548.0,Apex Predator,15897.0,Bronze 4,215AP,Octane
1049,ChlorineDrinker2,40 views,238.0,34.0,Apex Predator,16032.0,Bronze 4,0AP,Wraith
1050,Solomanc,409 views,1482.0,12442.0,Apex Predator,16147.0,Bronze 4,0AP,Bloodhound
1051,n9x darth,508 views,2074.0,13.0,Apex Predator,15885.0,Platinum 4,5093AP,Loba
1052,OA_BoxOTea,237 views,1994.0,24989.0,Apex Predator,19829.0,Bronze 4,0AP,Wraith
1053,Rcrnz,28 views,291.0,4920.0,Apex Predator,15785.0,Bronze 4,0AP,Pathfinder
1054,Dear-philip,31 views,865.0,4234.0,Apex Predator,15831.0,Diamond 4,6476AP,Bangalore
1055,Nyllr_,1776 views,1992.0,12402.0,Apex Predator,15994.0,Diamond 3,7106AP,Wraith
1056,kizakizst,3044 views,2377.0,18096.0,Apex Predator,15880.0,Platinum 2,5696AP,Octane
1057,fps_freeek,977 views,1764.0,11723.0,Apex Predator,15878.0,Bronze 4,0AP,Gibraltar
1058,Whisper_PANTHERA,420 views,1698.0,16142.0,Apex Predator,16639.0,Bronze 4,0AP,Octane
1059,marine_oven,1053 views,2361.0,11772.0,Apex Predator,16481.0,Diamond 4,6703AP,Wraith
1060,TTVVindictive_c,77 views,1921.0,14012.0,Apex Predator,19250.0,Bronze 4,0AP,Wattson
