,user_id,views,level,kills,br_rank,br_mmr,ar_rank,ar_mmr,legend
0,KeonTwitch,43568 views,2884.0,44680.0,Apex Predator,63884.0,Bronze 4,0AP,Octane
1,xEffecto,10551 views,940.0,13696.0,Apex Predator,62922.0,Bronze 4,0AP,Pathfinder
2,ZlEMZY_,28985 views,3535.0,0.0,Apex Predator,50131.0,Bronze 4,0AP,Wraith
3,HisWattsonTwitch,15202 views,3442.0,164.0,Apex Predator,47511.0,Bronze 4,0AP,Wattson
4,LiLEnEmYvXD,4480 views,1159.0,11376.0,Apex Predator,47217.0,Bronze 4,0AP,Bloodhound
5,Crewsn_Twitch,2024 views,3023.0,43536.0,Apex Predator,44943.0,Bronze 4,0AP,Pathfinder
6,Rambrro-Twitch,8106 views,3794.0,52822.0,Apex Predator,42905.0,Bronze 4,0AP,Wraith
7,E6_TrixX,2931 views,1993.0,54782.0,Apex Predator,40714.0,Bronze 4,0AP,Lifeline
8,Moko_is_No1,3473 views,3683.0,45178.0,Apex Predator,40121.0,Bronze 4,0AP,Wraith
9,Revel-symphony-1,1348 views,509.0,8126.0,Apex Predator,37814.0,Bronze 4,0AP,Pathfinder
10,ProdigyAces,8837 views,3753.0,75285.0,Apex Predator,36678.0,Bronze 4,0AP,Wraith
11,Stankiniii,1274 views,2897.0,14.0,Apex Predator,35409.0,Bronze 4,0AP,Wraith
12,COL_Reptar,4485 views,2437.0,46821.0,Apex Predator,35170.0,Bronze 4,0AP,Lifeline
13,VOL_zZ_youtube_,1643 views,1378.0,9930.0,Apex Predator,34450.0,Bronze 4,0AP,Bloodhound
14,its2ez4cz,4710 views,3686.0,58827.0,Apex Predator,34360.0,Platinum 2,5600AP,Wraith
15,rHiro_,3953 views,2260.0,226.0,Apex Predator,33881.0,Bronze 4,0AP,Pathfinder
16,tttcheekyttt_SBI,47950 views,3343.0,44233.0,Apex Predator,33880.0,Bronze 4,0AP,Pathfinder
17,ASKYYYYYYY,4709 views,3973.0,58141.0,Apex Predator,33644.0,Bronze 4,0AP,Lifeline
18,Lumi_NetDoma,1500 views,2277.0,23995.0,Apex Predator,33570.0,Bronze 4,0AP,Wraith
19,DNA_Cody,7112 views,4262.0,60567.0,Apex Predator,33440.0,Bronze 4,0AP,Octane
20,Kotigami,2612 views,4342.0,76988.0,Apex Predator,33139.0,Bronze 4,0AP,Pathfinder
21,gutshot115,19787 views,4064.0,15.0,Apex Predator,32775.0,Bronze 4,0AP,Wraith
22,ItsDieseI-,3931 views,3246.0,65277.0,Apex Predator,32107.0,Bronze 4,0AP,Wraith
23,DeFy_Spitz,1126 views,2082.0,15469.0,Apex Predator,31575.0,Bronze 4,0AP,Wraith
24,Agerschou,4148 views,3943.0,57443.0,Apex Predator,31544.0,Bronze 4,0AP,Wraith
25,nvmessiahttv,18472 views,2649.0,11674.0,Apex Predator,30997.0,Bronze 4,0AP,Horizon
26,Kiy0WwwOnTwitch,1014 views,1501.0,16874.0,Apex Predator,29843.0,Master,8451AP,Wraith
27,igrindapexagain,21040 views,1809.0,44148.0,Apex Predator,29571.0,Bronze 4,0AP,Ash
28,StaxkzFPS,1383 views,1376.0,17938.0,Apex Predator,29016.0,Bronze 4,0AP,Wraith
29,pyradice8,380 views,1790.0,38977.0,Apex Predator,28781.0,Bronze 4,0AP,Wraith
30,Awesomee_Tryhard,24013 views,1916.0,444.0,Apex Predator,28413.0,Bronze 4,0AP,Gibraltar
31,Ttv_Djkilla05,3201 views,3110.0,15833.0,Apex Predator,28033.0,Bronze 4,212AP,Mirage
32,BleaaOnTwitch,5887 views,1712.0,67.0,Apex Predator,27738.0,Bronze 4,109AP,Gibraltar
33,Twitch_Fguuz,944 views,1997.0,17935.0,Apex Predator,27406.0,Bronze 4,0AP,Pathfinder
34,Bili_9397070QM,678 views,1066.0,12932.0,Apex Predator,27318.0,Bronze 4,0AP,Wraith
35,zRinngu,238 views,1930.0,25405.0,Apex Predator,27154.0,Bronze 4,0AP,Wraith
36,Moiraveer,16450 views,3871.0,3136.0,Apex Predator,27105.0,Bronze 4,0AP,Wraith
37,GAISEN_ARUFA,5332 views,2386.0,5097.0,Apex Predator,26788.0,Bronze 4,1AP,Horizon
38,KNG_Graceful,1551 views,2397.0,50155.0,Apex Predator,26622.0,Bronze 4,0AP,Wraith
39,Jacqb-,1295 views,2536.0,48617.0,Apex Predator,26517.0,Bronze 4,0AP,Loba
40,twiizowl,601 views,1412.0,23830.0,Apex Predator,26421.0,Bronze 4,0AP,Wraith
41,takeuchiseiya,17073 views,2926.0,32530.0,Apex Predator,26501.0,Platinum 2,5900AP,Pathfinder
42,LnK_FePoP,5838 views,2825.0,51859.0,Apex Predator,26252.0,Bronze 4,0AP,Wraith
43,RemixPowerz,1928 views,2702.0,27667.0,Apex Predator,26197.0,Bronze 4,1AP,Bloodhound
44,Jcvd_henchman,1652 views,2181.0,713.0,Apex Predator,26062.0,Bronze 4,1AP,Wraith
45,CLT_Greek,5571 views,4083.0,64445.0,Apex Predator,25700.0,Bronze 4,0AP,Wraith
46,TrzAxel,1724 views,1584.0,19731.0,Apex Predator,25651.0,Platinum 2,5686AP,Wraith
47,MrT34J,60 views,572.0,4476.0,Apex Predator,25538.0,Platinum 1,6019AP,Octane
48,jotaroolf,1220 views,2973.0,48367.0,Apex Predator,25443.0,Bronze 4,1AP,Wraith
49,JamessFearless,2128 views,3754.0,63189.0,Apex Predator,25331.0,Gold 4,3516AP,Wraith
50,CirclinEdge,204 views,1312.0,8923.0,Apex Predator,25272.0,Bronze 4,0AP,Wraith
51,Speed_DONOTPUSH,53 views,318.0,109.0,Apex Predator,25175.0,Silver 4,1834AP,Wraith
52,QuicheFPS,946 views,1241.0,9770.0,Apex Predator,25172.0,Platinum 1,6068AP,Octane
53,pnb_lucas,9577 views,3293.0,157.0,Apex Predator,25150.0,Master,8515AP,Wraith
54,Deathtenys,909 views,2952.0,34820.0,Apex Predator,25329.0,Bronze 3,602AP,Wraith
55,bembo166,540 views,551.0,1973.0,Apex Predator,25067.0,Diamond 3,6988AP,Gibraltar
56,vreyzh-,4439 views,1752.0,575.0,Apex Predator,25055.0,Bronze 4,0AP,Wraith
57,zvoidXYZ,384 views,236.0,51.0,Apex Predator,25038.0,Bronze 4,0AP,Wraith
58,MezzyTheGod,1507 views,2172.0,16481.0,Apex Predator,25017.0,Bronze 4,0AP,Valkyrie
59,SSG_Dropped,55086 views,3944.0,64953.0,Apex Predator,24992.0,Bronze 4,0AP,Pathfinder
60,llOriolesll,48401 views,3436.0,20.0,Apex Predator,24941.0,Bronze 4,109AP,Wraith
61,zodxyy,1663 views,2013.0,27154.0,Apex Predator,24627.0,Silver 3,2388AP,Wraith
62,YouTube_Candy-Da,2020 views,2527.0,24580.0,Apex Predator,24445.0,Bronze 4,0AP,Wraith
63,DXT_gdolphn,2649 views,3029.0,2442.0,Apex Predator,24419.0,Bronze 4,0AP,Octane
64,Gufret,4207 views,2035.0,23.0,Apex Predator,24371.0,Master,8224AP,Horizon
65,All-Scary,838 views,1490.0,4987.0,Apex Predator,24406.0,Bronze 4,0AP,Wraith
66,AckBTW_TTV,1341 views,2722.0,66129.0,Apex Predator,24256.0,Bronze 4,0AP,Wraith
67,C9_StayNaughty,14027 views,2908.0,39485.0,Apex Predator,24074.0,Bronze 4,0AP,Wraith
68,SoaR_BaronfuI,8387 views,3695.0,75075.0,Apex Predator,23772.0,Bronze 4,0AP,Wraith
69,69iQ_KSWINNIIE,10236 views,3973.0,56930.0,Apex Predator,23737.0,Bronze 4,0AP,Pathfinder
70,Seabrehh,16991 views,6195.0,111755.0,Apex Predator,23726.0,Bronze 4,0AP,Octane
71,kiskq_,5981 views,3790.0,67675.0,Apex Predator,23526.0,Bronze 4,0AP,Lifeline
72,Dazeyz,123 views,744.0,34.0,Apex Predator,23493.0,Gold 1,4528AP,Wraith
73,uException_Hs,1693 views,1420.0,11795.0,Apex Predator,23470.0,Bronze 4,0AP,Bloodhound
74,donjwa_x,160 views,3720.0,58444.0,Apex Predator,23284.0,Master,8071AP,Pathfinder
75,zTTXTR,4860 views,2809.0,33.0,Apex Predator,23453.0,Bronze 4,0AP,Wraith
76,The_Detonator,817 views,2381.0,32286.0,Apex Predator,23232.0,Bronze 4,0AP,Wraith
77,Neyaz-R1,958 views,1544.0,7357.0,Apex Predator,23147.0,Bronze 4,0AP,Bangalore
78,DownBaddddd,377 views,1480.0,16963.0,Apex Predator,23128.0,Bronze 4,0AP,Wraith
79,LiphelisX,2096 views,1456.0,6.0,Apex Predator,23134.0,Diamond 1,7655AP,Wraith
80,LonelyPass6,191 views,314.0,1021.0,Apex Predator,23091.0,Silver 2,2400AP,Octane
81,Lykq8don,1152 views,669.0,2866.0,Apex Predator,23062.0,Bronze 4,250AP,Horizon
82,urufu0529,2379 views,2372.0,14599.0,Apex Predator,23051.0,Bronze 4,0AP,Wraith
83,E6_Slayers,2638 views,1385.0,17967.0,Apex Predator,23037.0,Bronze 4,0AP,Gibraltar
84,Pstolz,2967 views,1821.0,12375.0,Apex Predator,22959.0,Bronze 4,0AP,Wraith
85,Digital_rayzn,476 views,1355.0,138.0,Apex Predator,22892.0,Bronze 4,0AP,Mad Maggie
86,Verloxs,2599 views,2250.0,3115.0,Apex Predator,22944.0,Bronze 4,0AP,Wraith
87,mikigalic,1354 views,3928.0,72344.0,Apex Predator,22715.0,Silver 2,2470AP,Wraith
88,iWeakQ,2603 views,1285.0,11013.0,Apex Predator,22664.0,Bronze 4,0AP,Wraith
89,CNKF_Xzz,1221 views,2519.0,43148.0,Apex Predator,22657.0,Bronze 4,0AP,Wraith
90,DeathBox-OKAYAMA,161 views,910.0,18043.0,Apex Predator,22618.0,Bronze 4,0AP,Wraith
91,Zeahry,631 views,2088.0,22554.0,Apex Predator,22590.0,Master,10066AP,Wraith
92,TheMatzies,1472 views,692.0,33.0,Apex Predator,22565.0,Bronze 4,0AP,Pathfinder
93,ninjadevin07,5110 views,2870.0,33160.0,Apex Predator,22471.0,Platinum 2,5600AP,Wraith
94,xRay_Minkie,2182 views,1219.0,10100.0,Apex Predator,22125.0,Gold 4,3296AP,Revenant
95,XKLL_Aniaaa,2840 views,4272.0,70406.0,Apex Predator,22314.0,Bronze 4,0AP,Pathfinder
96,Vexed_B4mbino,1178 views,1883.0,29478.0,Apex Predator,22293.0,Platinum 3,5588AP,Pathfinder
97,therealsmilie,63 views,213.0,116.0,Apex Predator,22283.0,Master,8706AP,Wraith
98,kiritosan4649x,602 views,1161.0,11685.0,Apex Predator,22170.0,Bronze 4,0AP,Wraith
99,Regret_Vector,3416 views,4184.0,84811.0,Apex Predator,22165.0,Bronze 4,0AP,Lifeline
100,Oakleighh,3115 views,2548.0,61.0,Apex Predator,22101.0,Bronze 4,0AP,Pathfinder
101,xTrA_Minkie,2168 views,1218.0,10100.0,Apex Predator,22087.0,Gold 4,3296AP,Revenant
102,BlurrFlavorztv,1672 views,2470.0,34547.0,Apex Predator,21995.0,Bronze 4,0AP,Wraith
103,Rogue_NRG,69422 views,4763.0,42565.0,Apex Predator,21970.0,Bronze 4,0AP,Bloodhound
104,Arctohh,839 views,1359.0,12954.0,Apex Predator,21959.0,Bronze 4,0AP,Pathfinder
105,Kkhaleeesi,844 views,1936.0,8058.0,Apex Predator,21945.0,Bronze 4,0AP,Gibraltar
106,secret_zero_agen,376 views,1891.0,31.0,Apex Predator,21793.0,Silver 3,2247AP,Wraith
107,williqm_o,95 views,616.0,2055.0,Apex Predator,21727.0,Bronze 4,0AP,Pathfinder
108,PaddyOhFurniture,161 views,697.0,9711.0,Apex Predator,21800.0,Bronze 4,0AP,Pathfinder
109,Luxfordy,1350 views,1099.0,12585.0,Apex Predator,21726.0,Bronze 4,0AP,Pathfinder
110,KMKZ_ikr,1129 views,3657.0,51090.0,Apex Predator,21708.0,Platinum 1,6324AP,Pathfinder
111,xPonny,195 views,529.0,5517.0,Apex Predator,21671.0,Platinum 2,5924AP,Wraith
112,FoudingMegaTITAN,1226 views,2181.0,24308.0,Apex Predator,21632.0,Bronze 4,0AP,Horizon
113,V3_1tappy,6489 views,3373.0,45258.0,Apex Predator,21604.0,Bronze 4,0AP,Wraith
114,brooksstyle,31291 views,4890.0,60434.0,Apex Predator,21547.0,Bronze 4,0AP,Wattson
115,lxght,147 views,1023.0,557.0,Apex Predator,21544.0,Bronze 4,0AP,Wraith
116,cgk0,2992 views,3807.0,405.0,Apex Predator,21522.0,Bronze 4,1AP,Bloodhound
117,Ak47tsuki,3952 views,1805.0,347.0,Apex Predator,21471.0,Bronze 4,0AP,Bangalore
118,RoadtoMaster_V2,161 views,226.0,1516.0,Apex Predator,21488.0,Bronze 4,0AP,Octane
119,Twitch_zachyy01,288 views,1541.0,12044.0,Apex Predator,21482.0,Bronze 4,0AP,Wraith
120,UFO_Yamauchi,160 views,128.0,27.0,Apex Predator,21474.0,Bronze 4,0AP,Mad Maggie
121,Awons,1053 views,1140.0,7942.0,Apex Predator,21426.0,Bronze 4,0AP,Wraith
122,DeathFormz,1924 views,870.0,4322.0,Apex Predator,21381.0,Bronze 4,0AP,Wraith
123,iSangLion,742 views,2381.0,24935.0,Apex Predator,21556.0,Bronze 4,1AP,Wraith
124,tdonFPS,1490 views,2188.0,28389.0,Apex Predator,21363.0,Platinum 2,5600AP,Octane
125,Pierrot_m4ou,1068 views,2264.0,28272.0,Apex Predator,21353.0,Bronze 4,0AP,Bangalore
126,Bili_23446588LH,404 views,349.0,1305.0,Apex Predator,21304.0,Bronze 4,0AP,Bloodhound
127,Crxsadxr,362 views,1211.0,3353.0,Apex Predator,21253.0,Bronze 4,0AP,Loba
128,kqmo0,1076 views,2478.0,33491.0,Apex Predator,21225.0,Diamond 3,7030AP,Horizon
129,Cloneeeeeeeeeee,2076 views,3105.0,36268.0,Apex Predator,21190.0,Bronze 4,0AP,Pathfinder
130,veqtol,991 views,2822.0,22481.0,Apex Predator,21159.0,Bronze 4,0AP,Wraith
131,FIFA_KENZ_8,954 views,2227.0,28328.0,Apex Predator,21145.0,Diamond 4,6486AP,Wraith
132,Douyu_DF_Roieee,3697 views,1441.0,25543.0,Apex Predator,21126.0,Bronze 4,0AP,Pathfinder
133,0morgan,1163 views,1170.0,2276.0,Apex Predator,21117.0,Master,8229AP,Horizon
134,Twitch_Spongeetl,2052 views,2920.0,38272.0,Apex Predator,20998.0,Bronze 4,0AP,Octane
135,uC_Jonathan18782,4022 views,3659.0,1287.0,Apex Predator,21056.0,Bronze 4,236AP,Mirage
136,Nan2tdcc,537 views,2617.0,1.0,Apex Predator,20965.0,Platinum 2,5814AP,Wraith
137,BIILLFPS,209 views,435.0,3828.0,Apex Predator,21053.0,Bronze 4,0AP,Pathfinder
138,takeuchiharuka,584 views,2118.0,1117.0,Apex Predator,21029.0,Bronze 4,0AP,Wraith
139,ipresssure,1832 views,2244.0,14272.0,Apex Predator,21014.0,Bronze 4,0AP,Gibraltar
140,KennyAced,480 views,1020.0,15865.0,Apex Predator,20998.0,Bronze 4,0AP,Wraith
141,cjracked,1286 views,1781.0,29771.0,Apex Predator,20982.0,Bronze 4,0AP,Horizon
142,ioJinx,963 views,1504.0,113.0,Apex Predator,20978.0,Bronze 4,0AP,Octane
143,MASTIFFEY,2415 views,3011.0,28267.0,Apex Predator,20951.0,Bronze 4,0AP,Wraith
144,Nv_targetttv,1275 views,3897.0,0.0,Apex Predator,20906.0,Bronze 4,0AP,Wraith
145,eCozyy,807 views,2428.0,41.0,Apex Predator,20872.0,Platinum 2,5600AP,Wraith
146,Yukiemkt,35 views,299.0,1822.0,Apex Predator,20798.0,Bronze 4,0AP,Wraith
147,Ken_LFT,543 views,1750.0,21782.0,Apex Predator,20790.0,Platinum 4,4885AP,Wraith
148,ProbGarrett-FB,2984 views,3325.0,69052.0,Apex Predator,20782.0,Bronze 4,0AP,Wraith
149,TicketToLaLaLand,1098 views,1583.0,13603.0,Apex Predator,20729.0,Bronze 4,0AP,Pathfinder
150,Zarky_Virus,22 views,150.0,62.0,Apex Predator,20724.0,Gold 1,4662AP,Bloodhound
151,TheGlxryDays,1142 views,2526.0,29174.0,Apex Predator,20648.0,Bronze 4,0AP,Wraith
152,sSikezz,2421 views,1763.0,27117.0,Apex Predator,20754.0,Bronze 4,0AP,Wraith
153,AirAmericaTV,10308 views,5608.0,137812.0,Apex Predator,20585.0,Bronze 4,0AP,Pathfinder
154,LNR_LqDuD,604 views,1220.0,20852.0,Apex Predator,20551.0,Gold 2,4123AP,Wraith
155,Barb3CueFPS,51 views,913.0,3789.0,Apex Predator,20527.0,Platinum 3,5200AP,Wraith
156,DYS-YuYuYBuJu,1321 views,456.0,130.0,Apex Predator,20516.0,Bronze 4,0AP,Horizon
157,shqoz,3287 views,3257.0,57627.0,Apex Predator,20507.0,Bronze 4,0AP,Bangalore
158,NeedHair,696 views,1735.0,216.0,Apex Predator,20420.0,Master,8605AP,Wraith
159,J5671,1160 views,3547.0,33129.0,Apex Predator,20386.0,Bronze 4,0AP,Pathfinder
160,imposible999,136 views,576.0,6341.0,Apex Predator,20359.0,Bronze 4,0AP,Bangalore
161,Buliio_,695 views,923.0,139.0,Apex Predator,20358.0,Bronze 3,745AP,Bloodhound
162,ninsey,4727 views,3475.0,105.0,Apex Predator,20351.0,Bronze 4,1AP,Wraith
163,AmishGob,258 views,1529.0,12083.0,Apex Predator,20324.0,Platinum 2,5678AP,Octane
164,bili_xiomo,169 views,569.0,480231.0,Apex Predator,20424.0,Bronze 4,0AP,Octane
165,Moamg,73 views,226.0,33.0,Apex Predator,20253.0,Bronze 3,746AP,Caustic
166,NianBaiYa,560 views,684.0,5446.0,Apex Predator,20236.0,Bronze 4,0AP,Wraith
167,WraithNooby,1084 views,2463.0,38690.0,Apex Predator,20166.0,Platinum 3,5426AP,Wraith
168,xles_paul,704 views,2514.0,19801.0,Apex Predator,20132.0,Bronze 4,0AP,Horizon
169,TNM_7Nery_H,945 views,2209.0,15252.0,Apex Predator,20129.0,Bronze 4,0AP,Wraith
170,Jack3y1ove0887,549 views,1927.0,22595.0,Apex Predator,20126.0,Master,9038AP,Wraith
171,ttv_allukaFPS,1642 views,2341.0,34414.0,Apex Predator,20113.0,Platinum 2,5719AP,Wraith
172,ni-muy,604 views,2124.0,320.0,Apex Predator,20298.0,Bronze 4,0AP,Horizon
173,myr9slaps,1420 views,1296.0,122.0,Apex Predator,20104.0,Bronze 4,0AP,Octane
174,Bili24502367CF,74 views,2223.0,24858.0,Apex Predator,20067.0,Bronze 4,0AP,Wraith
175,DV_iuffy,4203 views,4075.0,56481.0,Apex Predator,20061.0,Bronze 4,0AP,Pathfinder
176,AvoidTaj,316 views,637.0,2368.0,Apex Predator,20039.0,Platinum 4,4960AP,Wraith
177,Boston2ndPath,316 views,1577.0,19458.0,Apex Predator,20033.0,Bronze 4,0AP,Wraith
178,TMS_OutLow,777 views,2781.0,63173.0,Apex Predator,20008.0,Bronze 4,0AP,Pathfinder
179,DiscoverReX,3194 views,3351.0,103104.0,Apex Predator,19964.0,Master,8669AP,Pathfinder
180,Keezes1,2592 views,809.0,7784.0,Apex Predator,20080.0,Bronze 4,0AP,Horizon
181,Itztyyy__,8458 views,2729.0,30358.0,Apex Predator,19912.0,Master,8045AP,Pathfinder
182,bluemonsterboy,2989 views,1829.0,31840.0,Apex Predator,19896.0,Master,8043AP,Wraith
183,S_-Clown,2524 views,2794.0,48620.0,Apex Predator,19878.0,Bronze 4,0AP,Wraith
184,FTX_ImperialHa1,41034 views,3596.0,97474.0,Apex Predator,19832.0,Bronze 4,0AP,Wraith
185,Silenthils,5020 views,2591.0,29902.0,Apex Predator,19797.0,Bronze 3,766AP,Wraith
186,xDeeCarr2,21681 views,1881.0,57357.0,Apex Predator,19797.0,Bronze 4,0AP,Ash
187,YWGrinding,346 views,386.0,1060.0,Apex Predator,19701.0,Platinum 4,4953AP,Bloodhound
188,StrafeMagic,1524 views,886.0,5655.0,Apex Predator,19671.0,Bronze 4,0AP,Octane
189,DubLyfe-FB,2165 views,3992.0,81826.0,Apex Predator,19664.0,Bronze 4,0AP,Pathfinder
190,YuTasQn_-,4288 views,3175.0,78346.0,Apex Predator,22590.0,Bronze 4,0AP,Wraith
191,xVeib_,221 views,375.0,3552.0,Apex Predator,19654.0,Bronze 4,0AP,Horizon
192,ttv_allukaFPS,1639 views,2341.0,34414.0,Apex Predator,20113.0,Platinum 2,5719AP,Wraith
193,xDeeCarr2,21685 views,1882.0,57357.0,Apex Predator,19870.0,Bronze 4,0AP,Ash
194,Hell1ngi,546 views,2034.0,12195.0,Apex Predator,19917.0,Bronze 4,0AP,Bloodhound
195,N1k_TTV,259 views,1825.0,10349.0,Apex Predator,19837.0,Bronze 4,0AP,Octane
196,FTX_ImperialHa1,41076 views,3596.0,97474.0,Apex Predator,19832.0,Bronze 4,0AP,Wraith
197,Tachu310_,1638 views,3430.0,297.0,Apex Predator,19816.0,Bronze 4,0AP,Pathfinder
198,Awope-,679 views,1014.0,7927.0,Apex Predator,20253.0,Bronze 4,217AP,Bloodhound
199,StrafeMagic,1533 views,888.0,5655.0,Apex Predator,20297.0,Bronze 4,0AP,Octane
200,YWGrinding,353 views,386.0,1060.0,Apex Predator,19701.0,Platinum 4,4953AP,Bloodhound
201,Blestakuma,554 views,771.0,8728.0,Apex Predator,19676.0,Bronze 4,1AP,Wraith
202,DubLyfe-FB,2168 views,3992.0,81826.0,Apex Predator,19664.0,Bronze 4,0AP,Pathfinder
203,Shiorl_,2530 views,2797.0,48651.0,Apex Predator,19664.0,Bronze 4,0AP,Wraith
204,Reasnow-S1-dayo,226 views,378.0,3570.0,Apex Predator,19895.0,Bronze 4,0AP,Horizon
205,Yoriichiiiiiiiii,1015 views,849.0,8.0,Apex Predator,19617.0,Bronze 4,0AP,Pathfinder
206,AGG_jaguares1,793 views,2076.0,24.0,Apex Predator,20305.0,Bronze 4,0AP,Mirage
207,100TAIMASSIST,14200 views,2904.0,60028.0,Apex Predator,19575.0,Bronze 4,0AP,Octane
208,xTatzumi,487 views,2416.0,33365.0,Apex Predator,20078.0,Bronze 4,0AP,Octane
209,giyutomioka04,201 views,1230.0,4704.0,Apex Predator,20123.0,Bronze 4,0AP,Bangalore
210,iClxppedYou-_-,3669 views,3193.0,43.0,Apex Predator,20029.0,Bronze 3,497AP,Octane
211,Laser cat sqaud,2262 views,2887.0,39084.0,Apex Predator,19559.0,Bronze 4,0AP,Pathfinder
212,JakcieChan,557 views,2459.0,47872.0,Apex Predator,20241.0,Bronze 4,0AP,Wraith
213,NRG_aceu,29479 views,1375.0,68340.0,Apex Predator,19533.0,Bronze 4,0AP,Wraith
214,s7stem_hack,3348 views,1947.0,11134.0,Apex Predator,19521.0,Bronze 4,0AP,Wraith
215,KNG_Jmw,750 views,1813.0,38025.0,Apex Predator,20754.0,Bronze 4,0AP,Pathfinder
216,Twitch_iLockss,458 views,1435.0,12168.0,Apex Predator,19495.0,Bronze 4,0AP,Wraith
217,OnlyMarreta,13 views,2570.0,25336.0,Apex Predator,19474.0,Bronze 4,0AP,Wraith
218,MelaMayupharia,2459 views,1969.0,44.0,Apex Predator,19474.0,Bronze 4,0AP,Wraith
219,APREDATORRRRRR,442 views,1497.0,20382.0,Apex Predator,20021.0,Bronze 4,0AP,Wraith
220,Buntx,437 views,2394.0,24804.0,Apex Predator,20197.0,Bronze 4,0AP,Wraith
221,ayasa1023,693 views,2581.0,20405.0,Apex Predator,19927.0,Bronze 4,0AP,Octane
222,RaygoooOooo,587 views,1273.0,11279.0,Apex Predator,19610.0,Bronze 4,0AP,Gibraltar
223,codeSTRISH,132 views,1443.0,19266.0,Apex Predator,19919.0,Bronze 4,0AP,Octane
224,SIurpeeG,1213 views,1851.0,29302.0,Apex Predator,19369.0,Bronze 4,0AP,Wraith
225,Sauce_Goten,1685 views,3784.0,72888.0,Apex Predator,19241.0,Bronze 4,110AP,Valkyrie
226,duck_090,252 views,1286.0,7208.0,Apex Predator,19731.0,Bronze 4,0AP,Gibraltar
227,koppe-eppok,890 views,3122.0,31236.0,Apex Predator,19222.0,Bronze 4,0AP,Gibraltar
228,NestiqueV,153 views,386.0,96.0,Apex Predator,19239.0,Bronze 4,0AP,Octane
229,Ientityy-_,631 views,778.0,3267.0,Apex Predator,19168.0,Bronze 4,331AP,Wraith
230,EhItsIcy,97 views,228.0,634.0,Apex Predator,19550.0,Bronze 4,0AP,Bangalore
231,yinJah,2111 views,3276.0,39404.0,Apex Predator,19604.0,Bronze 4,0AP,Bangalore
232,DylanDubsTv,951 views,1124.0,7244.0,Apex Predator,19168.0,Bronze 4,0AP,Octane
233,luke__2nd,389 views,1144.0,6460.0,Apex Predator,19366.0,Bronze 4,0AP,Octane
234,Lokoxbeastzz,750 views,1120.0,8304.0,Apex Predator,19153.0,Master,8253AP,Pathfinder
235,AimSleepRepeat,2208 views,1857.0,38820.0,Apex Predator,19144.0,Bronze 4,0AP,Wraith
236,owo_starlight,1270 views,495.0,2191.0,Apex Predator,19140.0,Bronze 4,0AP,Octane
237,AGOHIGE,113 views,128.0,1580.0,Apex Predator,19133.0,Bronze 4,0AP,Octane
238,Zfuzzi,5257 views,4399.0,75175.0,Apex Predator,19096.0,Apex Predator,8426AP,Bangalore
239,NaId0v0,843 views,2486.0,24812.0,Apex Predator,19076.0,Bronze 4,0AP,Wraith
240,GriminalOG,194 views,1014.0,7572.0,Apex Predator,22506.0,Bronze 4,0AP,Pathfinder
241,spadesttyt,995 views,2619.0,210.0,Apex Predator,19069.0,Bronze 4,0AP,Wraith
242,GoGo_sakurako,700 views,1567.0,26745.0,Apex Predator,19463.0,Bronze 4,0AP,Wraith
243,4SeTz,202 views,1184.0,17875.0,Apex Predator,19348.0,Bronze 4,0AP,Octane
244,Ianes,692 views,1579.0,20737.0,Apex Predator,19025.0,Bronze 4,0AP,Octane
245,___datelated,155 views,1176.0,12517.0,Apex Predator,19029.0,Silver 4,1605AP,Octane
246,TenseFoxX,366 views,1671.0,19029.0,Apex Predator,19011.0,Bronze 4,0AP,Wraith
247,SlimHaley,750 views,1131.0,14975.0,Apex Predator,19518.0,Bronze 4,0AP,Caustic
248,DooMR85,6395 views,3948.0,58303.0,Apex Predator,18981.0,Bronze 4,0AP,Wraith
249,TH0NNE,133 views,2354.0,32124.0,Apex Predator,18972.0,Bronze 4,0AP,Octane
250,Sovereigntyglass,919 views,3705.0,119.0,Apex Predator,18949.0,Diamond 3,6977AP,Valkyrie
251,Berryinyouheart,35 views,262.0,1136.0,Apex Predator,18949.0,Bronze 4,0AP,Wraith
252,Duhlusionz,2154 views,3235.0,60424.0,Apex Predator,18925.0,Master,8169AP,Pathfinder
253,Cuaty_INFJ,135 views,850.0,6467.0,Apex Predator,18916.0,Bronze 4,0AP,Wraith
254,Twitch_GouBiAFu,220 views,1063.0,9650.0,Apex Predator,19650.0,Bronze 4,0AP,Wraith
255,PENKUYRAIMUNG,552 views,785.0,3882.0,Apex Predator,18932.0,Bronze 4,0AP,Lifeline
256,nelson_poul,55 views,69.0,618.0,Apex Predator,18891.0,Gold 2,4331AP,Octane
257,KED1Nnn,1465 views,4158.0,637.0,Apex Predator,18887.0,Gold 2,4387AP,Pathfinder
258,TSM_Albralelie,25168 views,2222.0,84735.0,Apex Predator,18890.0,Bronze 4,0AP,Pathfinder
259,Supbrethren,119 views,273.0,3977.0,Apex Predator,18872.0,Master,8402AP,Bloodhound
260,Crown_poiison,627 views,1759.0,182.0,Apex Predator,18854.0,Bronze 3,503AP,Wraith
261,Aimbot6974,6034 views,3097.0,12.0,Apex Predator,18988.0,Bronze 4,0AP,Wraith
262,Sourlly,36 views,1022.0,9215.0,Apex Predator,19106.0,Bronze 4,0AP,Wraith
